index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
71,../../../Scenario6/unit1/camera_data/image685_20_21_14.jpg,"[0.2181122973428166, 0.6892971246571196]",23,45
72,../../../Scenario6/unit1/camera_data/image686_20_21_14.jpg,"[0.22641742157285896, 0.6892971246571196]",23,45
73,../../../Scenario6/unit1/camera_data/image687_20_21_14.jpg,"[0.23470884098603614, 0.6884984024327955]",22,42
74,../../../Scenario6/unit1/camera_data/image688_20_21_14.jpg,"[0.24298655557261034, 0.6884984024327955]",21,42
75,../../../Scenario6/unit1/camera_data/image689_20_21_14.jpg,"[0.2511272218931543, 0.6884984024327955]",21,42
76,../../../Scenario6/unit1/camera_data/image690_20_21_15.jpg,"[0.25945975578614056, 0.687699680548987]",21,42
77,../../../Scenario6/unit1/camera_data/image691_20_21_15.jpg,"[0.2677648800161829, 0.6869009585516732]",21,41
78,../../../Scenario6/unit1/camera_data/image692_20_21_15.jpg,"[0.2760288897761541, 0.6861022365543595]",21,41
79,../../../Scenario6/unit1/camera_data/image693_20_21_15.jpg,"[0.2842654898829192, 0.6853035145570459]",20,39
80,../../../Scenario6/unit1/camera_data/image694_20_21_15.jpg,"[0.29246097551961314, 0.6845047923327217]",20,39
81,../../../Scenario6/unit1/camera_data/image695_20_21_15.jpg,"[0.3006153466667601, 0.6845047923327217]",19,38
82,../../../Scenario6/unit1/camera_data/image696_20_21_15.jpg,"[0.3087423081704389, 0.683706070335408]",19,38
83,../../../Scenario6/unit1/camera_data/image697_20_21_15.jpg,"[0.31693779379739495, 0.682907348224589]",19,37
84,../../../Scenario6/unit1/camera_data/image698_20_21_16.jpg,"[0.3250236408310026, 0.6821086262272753]",19,37
85,../../../Scenario6/unit1/camera_data/image699_20_21_16.jpg,"[0.3331231926814754, 0.6813099042299616]",18,35
86,../../../Scenario6/unit1/camera_data/image700_20_21_16.jpg,"[0.3412090397053451, 0.6805111820056374]",18,35
87,../../../Scenario6/unit1/camera_data/image701_20_21_16.jpg,"[0.3493085915558179, 0.6805111820056374]",17,34
88,../../../Scenario6/unit1/camera_data/image702_20_21_16.jpg,"[0.3573944385894255, 0.6797124600083237]",17,33
89,../../../Scenario6/unit1/camera_data/image703_20_21_16.jpg,"[0.3654939904398983, 0.67891373801101]",17,32
90,../../../Scenario6/unit1/camera_data/image704_20_21_16.jpg,"[0.37359354229037106, 0.67891373801101]",17,32
91,../../../Scenario6/unit1/camera_data/image705_20_21_16.jpg,"[0.38159716036436053, 0.6781150160136963]",17,32
92,../../../Scenario6/unit1/camera_data/image706_20_21_17.jpg,"[0.38954595913193796, 0.6781150160136963]",16,31
93,../../../Scenario6/unit1/camera_data/image707_20_21_17.jpg,"[0.3974810530826502, 0.6773162940163826]",15,30
94,../../../Scenario6/unit1/camera_data/image708_20_21_17.jpg,"[0.40541614703336243, 0.6765175719055636]",15,29
95,../../../Scenario6/unit1/camera_data/image709_20_21_17.jpg,"[0.4133375361477338, 0.6765175719055636]",15,28
96,../../../Scenario6/unit1/camera_data/image710_20_21_17.jpg,"[0.42127263009844607, 0.6757188499082499]",15,28
97,../../../Scenario6/unit1/camera_data/image711_20_21_17.jpg,"[0.4291940192128174, 0.6749201276839257]",14,28
98,../../../Scenario6/unit1/camera_data/image712_20_21_17.jpg,"[0.43711540833692664, 0.6749201276839257]",14,27
99,../../../Scenario6/unit1/camera_data/image713_20_21_17.jpg,"[0.4450642071142419, 0.674121405686612]",14,27
100,../../../Scenario6/unit1/camera_data/image714_20_21_18.jpg,"[0.45283484315545575, 0.674121405686612]",14,27
101,../../../Scenario6/unit1/camera_data/image715_20_21_18.jpg,"[0.4606328888401378, 0.6733226838028036]",13,26
102,../../../Scenario6/unit1/camera_data/image716_20_21_18.jpg,"[0.4684309345345577, 0.6725239618054899]",13,25
103,../../../Scenario6/unit1/camera_data/image717_20_21_18.jpg,"[0.4762700946990488, 0.6725239618054899]",13,25
104,../../../Scenario6/unit1/camera_data/image718_20_21_18.jpg,"[0.4841092548732778, 0.6717252395811657]",13,25
105,../../../Scenario6/unit1/camera_data/image719_20_21_18.jpg,"[0.4919758246909749, 0.670926517583852]",12,24
106,../../../Scenario6/unit1/camera_data/image720_20_21_18.jpg,"[0.4998698041618781, 0.6701277955865382]",12,23
107,../../../Scenario6/unit1/camera_data/image721_20_21_18.jpg,"[0.507681554682901, 0.6693290735892246]",11,21
108,../../../Scenario6/unit1/camera_data/image722_20_21_19.jpg,"[0.5167130346644763, 0.6685303514784057]",11,20
109,../../../Scenario6/unit1/camera_data/image723_20_21_19.jpg,"[0.5257308098194485, 0.6677316294810919]",11,21
110,../../../Scenario6/unit1/camera_data/image724_20_21_19.jpg,"[0.5347622898107617, 0.6669329072567678]",11,20
111,../../../Scenario6/unit1/camera_data/image725_20_21_19.jpg,"[0.543780064965734, 0.666134185259454]",11,20
112,../../../Scenario6/unit1/camera_data/image726_20_21_19.jpg,"[0.5527978401207062, 0.6653354632621403]",11,20
113,../../../Scenario6/unit1/camera_data/image727_20_21_19.jpg,"[0.5618293201120194, 0.6645367412648266]",10,19
114,../../../Scenario6/unit1/camera_data/image728_20_21_19.jpg,"[0.5709156193902689, 0.6637380192675129]",10,20
115,../../../Scenario6/unit1/camera_data/image729_20_21_19.jpg,"[0.5787410747378948, 0.662939297156694]",9,18
116,../../../Scenario6/unit1/camera_data/image730_20_21_20.jpg,"[0.586580234902386, 0.6621405751593803]",10,18
117,../../../Scenario6/unit1/camera_data/image731_20_21_20.jpg,"[0.594446804720083, 0.6613418531620665]",9,18
118,../../../Scenario6/unit1/camera_data/image732_20_21_20.jpg,"[0.6023270793643832, 0.6613418531620665]",9,18
119,../../../Scenario6/unit1/camera_data/image733_20_21_20.jpg,"[0.6102210588352864, 0.6605431309377424]",9,16
120,../../../Scenario6/unit1/camera_data/image734_20_21_20.jpg,"[0.6181424479593957, 0.659744409053934]",9,17
121,../../../Scenario6/unit1/camera_data/image735_20_21_20.jpg,"[0.6260775419101079, 0.659744409053934]",8,15
122,../../../Scenario6/unit1/camera_data/image736_20_21_20.jpg,"[0.6339852261978762, 0.659744409053934]",8,15
123,../../../Scenario6/unit1/camera_data/image737_20_21_21.jpg,"[0.6419751394550006, 0.6581469648322961]",8,16
124,../../../Scenario6/unit1/camera_data/image738_20_21_21.jpg,"[0.64997875752899, 0.6573482428349823]",8,14
125,../../../Scenario6/unit1/camera_data/image739_20_21_21.jpg,"[0.6579686707666387, 0.6565495208376686]",7,14
126,../../../Scenario6/unit1/camera_data/image740_20_21_21.jpg,"[0.665958584023763, 0.6557507988403549]",7,14
127,../../../Scenario6/unit1/camera_data/image741_20_21_21.jpg,"[0.6739622020977525, 0.6557507988403549]",7,14
128,../../../Scenario6/unit1/camera_data/image742_20_21_21.jpg,"[0.681952115345139, 0.6557507988403549]",7,12
129,../../../Scenario6/unit1/camera_data/image743_20_21_21.jpg,"[0.6899420285925254, 0.6557507988403549]",7,12
130,../../../Scenario6/unit1/camera_data/image744_20_21_21.jpg,"[0.6980141707897921, 0.6541533547322222]",6,11
131,../../../Scenario6/unit1/camera_data/image745_20_21_22.jpg,"[0.7060863129967968, 0.6541533547322222]",6,11
132,../../../Scenario6/unit1/camera_data/image746_20_21_22.jpg,"[0.7141447503674605, 0.6533546327349086]",6,10
133,../../../Scenario6/unit1/camera_data/image747_20_21_22.jpg,"[0.7222168925744651, 0.6533546327349086]",6,12
134,../../../Scenario6/unit1/camera_data/image748_20_21_22.jpg,"[0.7303027395983348, 0.6525559105105844]",6,11
135,../../../Scenario6/unit1/camera_data/image749_20_21_22.jpg,"[0.7383885866222045, 0.6525559105105844]",6,10
136,../../../Scenario6/unit1/camera_data/image750_20_21_22.jpg,"[0.7464881384824152, 0.6517571885132707]",6,11
137,../../../Scenario6/unit1/camera_data/image751_20_21_22.jpg,"[0.754587690332888, 0.6517571885132707]",6,10
138,../../../Scenario6/unit1/camera_data/image753_20_21_23.jpg,"[0.772047637974195, 0.650159744405138]",5,9
139,../../../Scenario6/unit1/camera_data/image754_20_21_23.jpg,"[0.7813532144683549, 0.6493610224078243]",6,11
140,../../../Scenario6/unit1/camera_data/image755_20_21_23.jpg,"[0.7906724957891179, 0.6485623004105106]",5,9
141,../../../Scenario6/unit1/camera_data/image756_20_21_23.jpg,"[0.8000054819364839, 0.6485623004105106]",5,9
142,../../../Scenario6/unit1/camera_data/image757_20_21_23.jpg,"[0.8093795825539212, 0.6477635784131969]",5,9
143,../../../Scenario6/unit1/camera_data/image758_20_21_23.jpg,"[0.8187673879979613, 0.6469648561888727]",5,8
144,../../../Scenario6/unit1/camera_data/image759_20_21_23.jpg,"[0.8282648320548258, 0.6453674123077505]",4,7
145,../../../Scenario6/unit1/camera_data/image760_20_21_23.jpg,"[0.8364740225083849, 0.6453674123077505]",4,8
146,../../../Scenario6/unit1/camera_data/image761_20_21_24.jpg,"[0.84471062261515, 0.6445686900834263]",4,8
147,../../../Scenario6/unit1/camera_data/image762_20_21_24.jpg,"[0.8529472227219151, 0.6437699680861126]",4,6
148,../../../Scenario6/unit1/camera_data/image763_20_21_24.jpg,"[0.8611975276552832, 0.6429712458617884]",4,7
149,../../../Scenario6/unit1/camera_data/image764_20_21_24.jpg,"[0.8694478325886513, 0.64217252397798]",4,7
150,../../../Scenario6/unit1/camera_data/image765_20_21_24.jpg,"[0.8777255471654877, 0.6413738019806663]",4,6
151,../../../Scenario6/unit1/camera_data/image766_20_21_24.jpg,"[0.8860032617520619, 0.6405750799833526]",4,6
152,../../../Scenario6/unit1/camera_data/image767_20_21_24.jpg,"[0.8941987473790179, 0.6397763579860388]",3,6
153,../../../Scenario6/unit1/camera_data/image768_20_21_25.jpg,"[0.9023942330157119, 0.638178913764401]",3,4
154,../../../Scenario6/unit1/camera_data/image769_20_21_25.jpg,"[0.9105486041628589, 0.6373801917670873]",3,4
155,../../../Scenario6/unit1/camera_data/image770_20_21_25.jpg,"[0.9186755656665376, 0.6365814696562683]",2,4
156,../../../Scenario6/unit1/camera_data/image771_20_21_25.jpg,"[0.9267614127001452, 0.6357827476589546]",3,4
157,../../../Scenario6/unit1/camera_data/image772_20_21_25.jpg,"[0.9348061452539438, 0.6349840254346304]",3,4
158,../../../Scenario6/unit1/camera_data/image773_20_21_25.jpg,"[0.9428097633181954, 0.6341853034373167]",2,4
159,../../../Scenario6/unit1/camera_data/image774_20_21_25.jpg,"[0.9507859717487167, 0.633386581440003]",2,3
160,../../../Scenario6/unit1/camera_data/image1338_20_22_37.jpg,"[0.0, 1.0]",31,60
161,../../../Scenario6/unit1/camera_data/image1339_20_22_37.jpg,"[0.006742774133628064, 1.0]",30,59
162,../../../Scenario6/unit1/camera_data/image1340_20_22_37.jpg,"[0.013444433787447066, 1.0]",30,59
163,../../../Scenario6/unit1/camera_data/image1341_20_22_37.jpg,"[0.02018720792107513, 1.0]",30,59
164,../../../Scenario6/unit1/camera_data/image1342_20_22_38.jpg,"[0.02791672948247993, 1.0]",29,57
165,../../../Scenario6/unit1/camera_data/image1343_20_22_38.jpg,"[0.03568736552369379, 1.0]",29,57
166,../../../Scenario6/unit1/camera_data/image1344_20_22_38.jpg,"[0.043499116044716714, 0.9992012780026863]",30,58
167,../../../Scenario6/unit1/camera_data/image1345_20_22_38.jpg,"[0.05136568586241386, 0.9976038338945536]",29,57
168,../../../Scenario6/unit1/camera_data/image1346_20_22_38.jpg,"[0.05927337015992006, 0.9960063896729158]",29,57
169,../../../Scenario6/unit1/camera_data/image1347_20_22_38.jpg,"[0.06723587375410049, 0.9944089457917936]",29,57
170,../../../Scenario6/unit1/camera_data/image1348_20_22_38.jpg,"[0.07532172077797024, 0.9928115017971662]",28,55
171,../../../Scenario6/unit1/camera_data/image1349_20_22_39.jpg,"[0.08236600106765117, 0.9936102237944798]",28,54
172,../../../Scenario6/unit1/camera_data/image1350_20_22_39.jpg,"[0.08941028136706997, 0.9944089457917936]",27,53
173,../../../Scenario6/unit1/camera_data/image1351_20_22_39.jpg,"[0.09646826648335392, 0.9944089457917936]",27,53
174,../../../Scenario6/unit1/camera_data/image1352_20_22_39.jpg,"[0.10353995641650303, 0.9944089457917936]",27,53
175,../../../Scenario6/unit1/camera_data/image1353_20_22_39.jpg,"[0.11061164635939001, 0.9944089457917936]",27,52
176,../../../Scenario6/unit1/camera_data/image1354_20_22_39.jpg,"[0.11769704112888, 0.9936102237944798]",26,51
177,../../../Scenario6/unit1/camera_data/image1355_20_22_39.jpg,"[0.12479614072497303, 0.992012779572842]",26,51
178,../../../Scenario6/unit1/camera_data/image1356_20_22_39.jpg,"[0.13186783066786, 0.9936102237944798]",26,51
179,../../../Scenario6/unit1/camera_data/image1357_20_22_40.jpg,"[0.1391725026435226, 0.9904153354647093]",26,51
180,../../../Scenario6/unit1/camera_data/image1358_20_22_40.jpg,"[0.14644976496597917, 0.9880191692457577]",26,51
181,../../../Scenario6/unit1/camera_data/image1359_20_22_40.jpg,"[0.1536722079917615, 0.9856230032538166]",25,50
182,../../../Scenario6/unit1/camera_data/image1360_20_22_40.jpg,"[0.16088094618120297, 0.984025559145684]",25,50
183,../../../Scenario6/unit1/camera_data/image1361_20_22_40.jpg,"[0.1680348650739702, 0.9832268371483702]",25,49
184,../../../Scenario6/unit1/camera_data/image1362_20_22_40.jpg,"[0.17516137432326925, 0.9832268371483702]",25,49
185,../../../Scenario6/unit1/camera_data/image1363_20_22_40.jpg,"[0.18223306426615624, 0.9832268371483702]",24,47
186,../../../Scenario6/unit1/camera_data/image1364_20_22_40.jpg,"[0.1894555072822007, 0.9824281149240461]",24,47
187,../../../Scenario6/unit1/camera_data/image1365_20_22_41.jpg,"[0.19769210738896584, 0.9816293929267323]",23,46
188,../../../Scenario6/unit1/camera_data/image1366_20_22_41.jpg,"[0.20596982197554, 0.9808306709294187]",24,46
189,../../../Scenario6/unit1/camera_data/image1367_20_22_41.jpg,"[0.2142886510321854, 0.9800319488185997]",23,45
190,../../../Scenario6/unit1/camera_data/image1368_20_22_41.jpg,"[0.22264859456863983, 0.9784345048239723]",23,45
191,../../../Scenario6/unit1/camera_data/image1369_20_22_41.jpg,"[0.23104965258490334, 0.9776357828266586]",23,45
192,../../../Scenario6/unit1/camera_data/image1370_20_22_41.jpg,"[0.23949182507123803, 0.9768370608293448]",23,44
193,../../../Scenario6/unit1/camera_data/image1371_20_22_41.jpg,"[0.2478654734342955, 0.976038338718526]",22,43
194,../../../Scenario6/unit1/camera_data/image1372_20_22_42.jpg,"[0.2552249647163702, 0.9752396167212123]",22,42
195,../../../Scenario6/unit1/camera_data/image1373_20_22_42.jpg,"[0.2626255704685161, 0.9744408944968881]",21,42
196,../../../Scenario6/unit1/camera_data/image1374_20_22_42.jpg,"[0.270039881047265, 0.9736421724995744]",21,41
197,../../../Scenario6/unit1/camera_data/image1375_20_22_42.jpg,"[0.27748160127921995, 0.9728434505022606]",20,40
198,../../../Scenario6/unit1/camera_data/image1376_20_22_42.jpg,"[0.2849644359812461, 0.9720447285049469]",20,39
199,../../../Scenario6/unit1/camera_data/image1377_20_22_42.jpg,"[0.29246097551961314, 0.971246006394128]",20,39
200,../../../Scenario6/unit1/camera_data/image1378_20_22_42.jpg,"[0.29998492469171045, 0.9704472843968143]",20,38
201,../../../Scenario6/unit1/camera_data/image1379_20_22_42.jpg,"[0.3074129400970624, 0.9696485623995006]",20,38
202,../../../Scenario6/unit1/camera_data/image1380_20_22_43.jpg,"[0.3148683651556204, 0.9688498404021869]",19,38
203,../../../Scenario6/unit1/camera_data/image1381_20_22_43.jpg,"[0.3223511998576465, 0.9680511181778627]",19,38
204,../../../Scenario6/unit1/camera_data/image1382_20_22_43.jpg,"[0.3298340345694105, 0.967252396180549]",19,37
205,../../../Scenario6/unit1/camera_data/image1383_20_22_43.jpg,"[0.3373442789246427, 0.96645367406973]",19,37
206,../../../Scenario6/unit1/camera_data/image1384_20_22_43.jpg,"[0.3448545232798749, 0.9656549520724164]",18,36
207,../../../Scenario6/unit1/camera_data/image1385_20_22_43.jpg,"[0.3523921772883131, 0.9648562300751026]",18,35
208,../../../Scenario6/unit1/camera_data/image1386_20_22_43.jpg,"[0.3599435361233544, 0.9640575080777889]",18,34
209,../../../Scenario6/unit1/camera_data/image1387_20_22_43.jpg,"[0.3675908287348789, 0.9632587860804752]",17,34
210,../../../Scenario6/unit1/camera_data/image1388_20_22_44.jpg,"[0.37510107309984897, 0.9624600639696562]",17,34
211,../../../Scenario6/unit1/camera_data/image1389_20_22_44.jpg,"[0.38265243192515236, 0.9616613419723425]",17,33
212,../../../Scenario6/unit1/camera_data/image1390_20_22_44.jpg,"[0.39021749558679664, 0.9608626199750289]",17,32
213,../../../Scenario6/unit1/camera_data/image1391_20_22_44.jpg,"[0.3978099688919091, 0.9600638977507047]",16,32
214,../../../Scenario6/unit1/camera_data/image1392_20_22_44.jpg,"[0.40542985185022756, 0.959265175753391]",16,32
215,../../../Scenario6/unit1/camera_data/image1393_20_22_44.jpg,"[0.41307714446175214, 0.958466453642572]",15,30
216,../../../Scenario6/unit1/camera_data/image1394_20_22_44.jpg,"[0.4207518467264827, 0.9576677316452583]",15,29
217,../../../Scenario6/unit1/camera_data/image1395_20_22_44.jpg,"[0.42846766347102233, 0.9560702876506308]",15,29
218,../../../Scenario6/unit1/camera_data/image1396_20_22_45.jpg,"[0.43610125125594384, 0.9552715656533172]",15,28
219,../../../Scenario6/unit1/camera_data/image1397_20_22_45.jpg,"[0.44374854386746837, 0.954472843428993]",14,28
220,../../../Scenario6/unit1/camera_data/image1398_20_22_45.jpg,"[0.45139583647899295, 0.954472843428993]",15,28
221,../../../Scenario6/unit1/camera_data/image1399_20_22_45.jpg,"[0.4590705387437235, 0.9536741214316793]",14,27
222,../../../Scenario6/unit1/camera_data/image1400_20_22_45.jpg,"[0.4667452409987162, 0.9528753994343656]",14,27
223,../../../Scenario6/unit1/camera_data/image1401_20_22_45.jpg,"[0.47443364809004984, 0.9520766773235466]",14,26
224,../../../Scenario6/unit1/camera_data/image1402_20_22_45.jpg,"[0.4821220551813834, 0.9512779553262329]",13,25
225,../../../Scenario6/unit1/camera_data/image1403_20_22_45.jpg,"[0.48992010087580334, 0.9496805111045951]",13,26
226,../../../Scenario6/unit1/camera_data/image1404_20_22_46.jpg,"[0.49770444173388234, 0.9488817891072814]",13,25
227,../../../Scenario6/unit1/camera_data/image1405_20_22_46.jpg,"[0.5054887826016993, 0.9472843452261591]",12,23
228,../../../Scenario6/unit1/camera_data/image1406_20_22_46.jpg,"[0.5132594186429131, 0.946485623001835]",12,24
229,../../../Scenario6/unit1/camera_data/image1407_20_22_46.jpg,"[0.5210300546841269, 0.9456869010045212]",12,22
230,../../../Scenario6/unit1/camera_data/image1408_20_22_46.jpg,"[0.5287869858987377, 0.9448881790072076]",11,22
231,../../../Scenario6/unit1/camera_data/image1409_20_22_46.jpg,"[0.5365439171133486, 0.9440894568963887]",12,22
232,../../../Scenario6/unit1/camera_data/image1410_20_22_46.jpg,"[0.5443008483279594, 0.9432907348990749]",11,22
233,../../../Scenario6/unit1/camera_data/image1411_20_22_46.jpg,"[0.5521948277988626, 0.9432907348990749]",11,21
234,../../../Scenario6/unit1/camera_data/image1412_20_22_47.jpg,"[0.5600202831464886, 0.9424920126747508]",11,20
235,../../../Scenario6/unit1/camera_data/image1413_20_22_47.jpg,"[0.5678457384843767, 0.941693290677437]",11,20
236,../../../Scenario6/unit1/camera_data/image1414_20_22_47.jpg,"[0.5756711938320026, 0.9408945686801233]",10,20
