index,unit1_rgb,unit1_beam_32,unit1_beam_64
1027,../../../Scenario9/unit1/camera_data/image_BS2_10475_16_59_32.jpg,14,27
4804,../../../Scenario9/unit1/camera_data/image_BS2_39164_17_52_41.jpg,2,3
137,../../../Scenario9/unit1/camera_data/image_BS2_3604_16_46_48.jpg,22,44
4116,../../../Scenario9/unit1/camera_data/image_BS2_33953_17_43_02.jpg,6,11
4643,../../../Scenario9/unit1/camera_data/image_BS2_37953_17_50_27.jpg,22,43
2327,../../../Scenario9/unit1/camera_data/image_BS2_20962_17_18_58.jpg,30,59
1833,../../../Scenario9/unit1/camera_data/image_BS2_17722_17_12_58.jpg,4,7
4132,../../../Scenario9/unit1/camera_data/image_BS2_33969_17_43_04.jpg,20,39
2624,../../../Scenario9/unit1/camera_data/image_BS2_23160_17_23_02.jpg,22,42
1386,../../../Scenario9/unit1/camera_data/image_BS2_14043_17_06_09.jpg,2,2
5434,../../../Scenario9/unit1/camera_data/image_BS2_44338_18_02_17.jpg,2,4
5870,../../../Scenario9/unit1/camera_data/image_BS2_47175_18_07_32.jpg,24,48
4480,../../../Scenario9/unit1/camera_data/image_BS2_36912_17_48_31.jpg,9,17
2286,../../../Scenario9/unit1/camera_data/image_BS2_20670_17_18_25.jpg,28,55
1677,../../../Scenario9/unit1/camera_data/image_BS2_16273_17_10_16.jpg,12,24
5744,../../../Scenario9/unit1/camera_data/image_BS2_46325_18_05_57.jpg,21,41
1380,../../../Scenario9/unit1/camera_data/image_BS2_13783_17_05_40.jpg,31,62
5854,../../../Scenario9/unit1/camera_data/image_BS2_47159_18_07_30.jpg,8,15
3328,../../../Scenario9/unit1/camera_data/image_BS2_28243_17_32_27.jpg,2,3
3601,../../../Scenario9/unit1/camera_data/image_BS2_30089_17_35_52.jpg,6,11
5398,../../../Scenario9/unit1/camera_data/image_BS2_44052_18_01_45.jpg,12,24
4293,../../../Scenario9/unit1/camera_data/image_BS2_35274_17_45_29.jpg,32,62
3182,../../../Scenario9/unit1/camera_data/image_BS2_27239_17_30_36.jpg,2,2
1476,../../../Scenario9/unit1/camera_data/image_BS2_14942_17_07_49.jpg,3,5
2471,../../../Scenario9/unit1/camera_data/image_BS2_21915_17_20_44.jpg,32,63
581,../../../Scenario9/unit1/camera_data/image_BS2_7148_16_53_22.jpg,3,4
1760,../../../Scenario9/unit1/camera_data/image_BS2_17081_17_11_46.jpg,12,24
302,../../../Scenario9/unit1/camera_data/image_BS2_5062_16_49_30.jpg,6,11
2869,../../../Scenario9/unit1/camera_data/image_BS2_25137_17_26_42.jpg,7,12
2194,../../../Scenario9/unit1/camera_data/image_BS2_20018_17_17_13.jpg,32,62
148,../../../Scenario9/unit1/camera_data/image_BS2_3615_16_46_49.jpg,31,62
3845,../../../Scenario9/unit1/camera_data/image_BS2_31935_17_39_18.jpg,2,3
3475,../../../Scenario9/unit1/camera_data/image_BS2_29168_17_34_10.jpg,14,27
3854,../../../Scenario9/unit1/camera_data/image_BS2_31944_17_39_19.jpg,9,18
3004,../../../Scenario9/unit1/camera_data/image_BS2_26058_17_28_24.jpg,5,8
3979,../../../Scenario9/unit1/camera_data/image_BS2_32663_17_40_39.jpg,31,62
5058,../../../Scenario9/unit1/camera_data/image_BS2_41359_17_56_45.jpg,20,39
713,../../../Scenario9/unit1/camera_data/image_BS2_8238_16_55_23.jpg,31,62
2530,../../../Scenario9/unit1/camera_data/image_BS2_22566_17_21_56.jpg,6,11
3478,../../../Scenario9/unit1/camera_data/image_BS2_29171_17_34_10.jpg,17,34
3763,../../../Scenario9/unit1/camera_data/image_BS2_31271_17_38_04.jpg,2,3
4885,../../../Scenario9/unit1/camera_data/image_BS2_40038_17_54_18.jpg,6,11
386,../../../Scenario9/unit1/camera_data/image_BS2_5708_16_50_42.jpg,7,14
3106,../../../Scenario9/unit1/camera_data/image_BS2_26668_17_29_32.jpg,11,21
1565,../../../Scenario9/unit1/camera_data/image_BS2_15545_17_08_56.jpg,9,16
3656,../../../Scenario9/unit1/camera_data/image_BS2_30397_17_36_27.jpg,20,40
4909,../../../Scenario9/unit1/camera_data/image_BS2_40062_17_54_21.jpg,28,55
5250,../../../Scenario9/unit1/camera_data/image_BS2_42535_17_58_56.jpg,32,62
2341,../../../Scenario9/unit1/camera_data/image_BS2_21235_17_19_28.jpg,2,3
332,../../../Scenario9/unit1/camera_data/image_BS2_5355_16_50_03.jpg,2,3
5217,../../../Scenario9/unit1/camera_data/image_BS2_42502_17_58_52.jpg,6,12
3296,../../../Scenario9/unit1/camera_data/image_BS2_27938_17_31_53.jpg,17,33
5078,../../../Scenario9/unit1/camera_data/image_BS2_41638_17_57_16.jpg,2,2
4711,../../../Scenario9/unit1/camera_data/image_BS2_38298_17_51_05.jpg,32,62
2653,../../../Scenario9/unit1/camera_data/image_BS2_23446_17_23_34.jpg,6,11
4731,../../../Scenario9/unit1/camera_data/image_BS2_38600_17_51_39.jpg,15,29
2964,../../../Scenario9/unit1/camera_data/image_BS2_25747_17_27_50.jpg,14,26
5850,../../../Scenario9/unit1/camera_data/image_BS2_47155_18_07_30.jpg,4,6
2480,../../../Scenario9/unit1/camera_data/image_BS2_22237_17_21_20.jpg,3,6
2642,../../../Scenario9/unit1/camera_data/image_BS2_23435_17_23_33.jpg,8,15
1136,../../../Scenario9/unit1/camera_data/image_BS2_11146_17_00_46.jpg,31,62
784,../../../Scenario9/unit1/camera_data/image_BS2_8796_16_56_25.jpg,19,37
4085,../../../Scenario9/unit1/camera_data/image_BS2_33606_17_42_23.jpg,20,39
4853,../../../Scenario9/unit1/camera_data/image_BS2_39467_17_53_15.jpg,9,17
1622,../../../Scenario9/unit1/camera_data/image_BS2_15933_17_09_39.jpg,15,29
2033,../../../Scenario9/unit1/camera_data/image_BS2_19047_17_15_25.jpg,28,55
5387,../../../Scenario9/unit1/camera_data/image_BS2_44041_18_01_44.jpg,4,6
3333,../../../Scenario9/unit1/camera_data/image_BS2_28248_17_32_28.jpg,6,12
2861,../../../Scenario9/unit1/camera_data/image_BS2_25129_17_26_41.jpg,8,2
928,../../../Scenario9/unit1/camera_data/image_BS2_9816_16_58_19.jpg,11,21
5467,../../../Scenario9/unit1/camera_data/image_BS2_44371_18_02_20.jpg,31,62
5796,../../../Scenario9/unit1/camera_data/image_BS2_46631_18_06_31.jpg,31,60
3733,../../../Scenario9/unit1/camera_data/image_BS2_30971_17_37_30.jpg,12,22
2576,../../../Scenario9/unit1/camera_data/image_BS2_22876_17_22_31.jpg,8,16
4807,../../../Scenario9/unit1/camera_data/image_BS2_39167_17_52_42.jpg,4,8
3711,../../../Scenario9/unit1/camera_data/image_BS2_30707_17_37_01.jpg,30,59
5268,../../../Scenario9/unit1/camera_data/image_BS2_43210_18_00_11.jpg,11,22
4053,../../../Scenario9/unit1/camera_data/image_BS2_33303_17_41_50.jpg,30,60
4681,../../../Scenario9/unit1/camera_data/image_BS2_38268_17_51_02.jpg,12,22
2389,../../../Scenario9/unit1/camera_data/image_BS2_21567_17_20_05.jpg,2,3
3085,../../../Scenario9/unit1/camera_data/image_BS2_26420_17_29_05.jpg,30,58
3804,../../../Scenario9/unit1/camera_data/image_BS2_31639_17_38_45.jpg,4,6
3278,../../../Scenario9/unit1/camera_data/image_BS2_27920_17_31_51.jpg,2,3
670,../../../Scenario9/unit1/camera_data/image_BS2_7517_16_54_03.jpg,32,62
201,../../../Scenario9/unit1/camera_data/image_BS2_4224_16_47_57.jpg,14,26
180,../../../Scenario9/unit1/camera_data/image_BS2_3934_16_47_25.jpg,30,59
690,../../../Scenario9/unit1/camera_data/image_BS2_8215_16_55_21.jpg,15,29
1625,../../../Scenario9/unit1/camera_data/image_BS2_15936_17_09_39.jpg,17,33
725,../../../Scenario9/unit1/camera_data/image_BS2_8504_16_55_53.jpg,6,11
434,../../../Scenario9/unit1/camera_data/image_BS2_6057_16_51_21.jpg,13,26
29,../../../Scenario9/unit1/camera_data/image_BS2_2708_16_45_08.jpg,24,47
4822,../../../Scenario9/unit1/camera_data/image_BS2_39182_17_52_43.jpg,20,39
5890,../../../Scenario9/unit1/camera_data/image_BS2_47441_18_08_01.jpg,4,7
958,../../../Scenario9/unit1/camera_data/image_BS2_9846_16_58_22.jpg,31,62
2089,../../../Scenario9/unit1/camera_data/image_BS2_19365_17_16_00.jpg,32,63
2868,../../../Scenario9/unit1/camera_data/image_BS2_25136_17_26_42.jpg,6,11
474,../../../Scenario9/unit1/camera_data/image_BS2_6390_16_51_58.jpg,6,11
1765,../../../Scenario9/unit1/camera_data/image_BS2_17086_17_11_47.jpg,17,34
4600,../../../Scenario9/unit1/camera_data/image_BS2_37689_17_49_57.jpg,12,22
4561,../../../Scenario9/unit1/camera_data/image_BS2_37423_17_49_28.jpg,9,17
3752,../../../Scenario9/unit1/camera_data/image_BS2_30990_17_37_33.jpg,30,58
3077,../../../Scenario9/unit1/camera_data/image_BS2_26412_17_29_04.jpg,24,47
2431,../../../Scenario9/unit1/camera_data/image_BS2_21875_17_20_39.jpg,2,2
2400,../../../Scenario9/unit1/camera_data/image_BS2_21578_17_20_06.jpg,11,21
3692,../../../Scenario9/unit1/camera_data/image_BS2_30688_17_36_59.jpg,12,23
872,../../../Scenario9/unit1/camera_data/image_BS2_9456_16_57_39.jpg,4,8
4674,../../../Scenario9/unit1/camera_data/image_BS2_38261_17_51_01.jpg,6,11
4083,../../../Scenario9/unit1/camera_data/image_BS2_33604_17_42_23.jpg,19,37
5284,../../../Scenario9/unit1/camera_data/image_BS2_43226_18_00_13.jpg,28,55
1425,../../../Scenario9/unit1/camera_data/image_BS2_14082_17_06_13.jpg,31,62
4543,../../../Scenario9/unit1/camera_data/image_BS2_37203_17_49_03.jpg,29,57
4723,../../../Scenario9/unit1/camera_data/image_BS2_38592_17_51_38.jpg,7,13
1505,../../../Scenario9/unit1/camera_data/image_BS2_14971_17_07_52.jpg,32,62
4904,../../../Scenario9/unit1/camera_data/image_BS2_40057_17_54_21.jpg,25,49
4836,../../../Scenario9/unit1/camera_data/image_BS2_39196_17_52_45.jpg,31,62
4066,../../../Scenario9/unit1/camera_data/image_BS2_33587_17_42_21.jpg,2,2
2272,../../../Scenario9/unit1/camera_data/image_BS2_20656_17_18_24.jpg,18,34
612,../../../Scenario9/unit1/camera_data/image_BS2_7179_16_53_25.jpg,27,54
715,../../../Scenario9/unit1/camera_data/image_BS2_8240_16_55_23.jpg,32,63
4525,../../../Scenario9/unit1/camera_data/image_BS2_37185_17_49_01.jpg,12,23
5118,../../../Scenario9/unit1/camera_data/image_BS2_41678_17_57_21.jpg,30,59
3999,../../../Scenario9/unit1/camera_data/image_BS2_32980_17_41_14.jpg,12,23
3799,../../../Scenario9/unit1/camera_data/image_BS2_31634_17_38_44.jpg,2,2
871,../../../Scenario9/unit1/camera_data/image_BS2_9455_16_57_38.jpg,4,7
3022,../../../Scenario9/unit1/camera_data/image_BS2_26076_17_28_26.jpg,17,34
2242,../../../Scenario9/unit1/camera_data/image_BS2_20328_17_17_47.jpg,31,62
1378,../../../Scenario9/unit1/camera_data/image_BS2_13781_17_05_39.jpg,30,59
5912,../../../Scenario9/unit1/camera_data/image_BS2_47463_18_08_04.jpg,26,52
2227,../../../Scenario9/unit1/camera_data/image_BS2_20313_17_17_46.jpg,24,47
1684,../../../Scenario9/unit1/camera_data/image_BS2_16280_17_10_17.jpg,20,39
5134,../../../Scenario9/unit1/camera_data/image_BS2_41937_17_57_50.jpg,6,10
4557,../../../Scenario9/unit1/camera_data/image_BS2_37419_17_49_27.jpg,5,10
1813,../../../Scenario9/unit1/camera_data/image_BS2_17442_17_12_26.jpg,22,42
1411,../../../Scenario9/unit1/camera_data/image_BS2_14068_17_06_11.jpg,24,46
45,../../../Scenario9/unit1/camera_data/image_BS2_2724_16_45_10.jpg,32,62
3784,../../../Scenario9/unit1/camera_data/image_BS2_31292_17_38_06.jpg,26,51
3822,../../../Scenario9/unit1/camera_data/image_BS2_31657_17_38_47.jpg,22,43
2912,../../../Scenario9/unit1/camera_data/image_BS2_25429_17_27_14.jpg,4,6
2367,../../../Scenario9/unit1/camera_data/image_BS2_21261_17_19_31.jpg,24,48
5908,../../../Scenario9/unit1/camera_data/image_BS2_47459_18_08_03.jpg,23,44
868,../../../Scenario9/unit1/camera_data/image_BS2_9452_16_57_38.jpg,2,2
3663,../../../Scenario9/unit1/camera_data/image_BS2_30404_17_36_27.jpg,28,55
1051,../../../Scenario9/unit1/camera_data/image_BS2_10794_17_00_07.jpg,8,15
3542,../../../Scenario9/unit1/camera_data/image_BS2_29543_17_34_52.jpg,31,62
574,../../../Scenario9/unit1/camera_data/image_BS2_6849_16_52_49.jpg,32,63
2113,../../../Scenario9/unit1/camera_data/image_BS2_19646_17_16_31.jpg,11,21
2335,../../../Scenario9/unit1/camera_data/image_BS2_20970_17_18_59.jpg,32,62
2706,../../../Scenario9/unit1/camera_data/image_BS2_23708_17_24_03.jpg,17,33
5,../../../Scenario9/unit1/camera_data/image_BS2_2684_16_45_06.jpg,2,3
441,../../../Scenario9/unit1/camera_data/image_BS2_6064_16_51_22.jpg,22,42
355,../../../Scenario9/unit1/camera_data/image_BS2_5378_16_50_05.jpg,22,43
277,../../../Scenario9/unit1/camera_data/image_BS2_4791_16_49_00.jpg,19,36
4884,../../../Scenario9/unit1/camera_data/image_BS2_40037_17_54_18.jpg,5,9
2708,../../../Scenario9/unit1/camera_data/image_BS2_23710_17_24_03.jpg,20,38
4785,../../../Scenario9/unit1/camera_data/image_BS2_38892_17_52_11.jpg,24,47
4148,../../../Scenario9/unit1/camera_data/image_BS2_33985_17_43_06.jpg,30,60
3554,../../../Scenario9/unit1/camera_data/image_BS2_29808_17_35_21.jpg,4,10
4787,../../../Scenario9/unit1/camera_data/image_BS2_38894_17_52_11.jpg,27,53
3193,../../../Scenario9/unit1/camera_data/image_BS2_27250_17_30_37.jpg,7,14
5642,../../../Scenario9/unit1/camera_data/image_BS2_45752_18_04_54.jpg,6,11
5269,../../../Scenario9/unit1/camera_data/image_BS2_43211_18_00_11.jpg,12,23
2041,../../../Scenario9/unit1/camera_data/image_BS2_19055_17_15_26.jpg,31,62
5167,../../../Scenario9/unit1/camera_data/image_BS2_41970_17_57_53.jpg,31,62
3591,../../../Scenario9/unit1/camera_data/image_BS2_29845_17_35_25.jpg,32,62
1484,../../../Scenario9/unit1/camera_data/image_BS2_14950_17_07_49.jpg,12,22
4225,../../../Scenario9/unit1/camera_data/image_BS2_34952_17_44_53.jpg,21,41
5537,../../../Scenario9/unit1/camera_data/image_BS2_44928_18_03_22.jpg,28,54
3934,../../../Scenario9/unit1/camera_data/image_BS2_32618_17_40_34.jpg,2,2
5954,../../../Scenario9/unit1/camera_data/image_BS2_47755_18_08_36.jpg,28,55
4898,../../../Scenario9/unit1/camera_data/image_BS2_40051_17_54_20.jpg,20,39
1156,../../../Scenario9/unit1/camera_data/image_BS2_11459_17_01_21.jpg,16,31
1692,../../../Scenario9/unit1/camera_data/image_BS2_16288_17_10_18.jpg,28,54
5910,../../../Scenario9/unit1/camera_data/image_BS2_47461_18_08_04.jpg,25,48
22,../../../Scenario9/unit1/camera_data/image_BS2_2701_16_45_08.jpg,19,34
1395,../../../Scenario9/unit1/camera_data/image_BS2_14052_17_06_10.jpg,6,11
2988,../../../Scenario9/unit1/camera_data/image_BS2_25771_17_27_52.jpg,32,63
2391,../../../Scenario9/unit1/camera_data/image_BS2_21569_17_20_05.jpg,4,7
5846,../../../Scenario9/unit1/camera_data/image_BS2_47151_18_07_29.jpg,2,2
249,../../../Scenario9/unit1/camera_data/image_BS2_4515_16_48_29.jpg,28,54
1160,../../../Scenario9/unit1/camera_data/image_BS2_11463_17_01_22.jpg,22,42
3427,../../../Scenario9/unit1/camera_data/image_BS2_28867_17_33_37.jpg,10,19
4737,../../../Scenario9/unit1/camera_data/image_BS2_38606_17_51_39.jpg,22,44
2244,../../../Scenario9/unit1/camera_data/image_BS2_20330_17_17_48.jpg,32,62
4059,../../../Scenario9/unit1/camera_data/image_BS2_33309_17_41_50.jpg,32,62
3753,../../../Scenario9/unit1/camera_data/image_BS2_30991_17_37_33.jpg,30,59
985,../../../Scenario9/unit1/camera_data/image_BS2_10142_16_58_55.jpg,19,38
1237,../../../Scenario9/unit1/camera_data/image_BS2_12509_17_03_18.jpg,9,16
553,../../../Scenario9/unit1/camera_data/image_BS2_6828_16_52_46.jpg,24,47
2107,../../../Scenario9/unit1/camera_data/image_BS2_19640_17_16_31.jpg,7,13
4631,../../../Scenario9/unit1/camera_data/image_BS2_37941_17_50_25.jpg,9,16
3145,../../../Scenario9/unit1/camera_data/image_BS2_26951_17_30_04.jpg,6,10
5507,../../../Scenario9/unit1/camera_data/image_BS2_44667_18_02_53.jpg,32,63
1938,../../../Scenario9/unit1/camera_data/image_BS2_18394_17_14_12.jpg,20,40
2763,../../../Scenario9/unit1/camera_data/image_BS2_24013_17_24_37.jpg,30,59
3264,../../../Scenario9/unit1/camera_data/image_BS2_27638_17_31_20.jpg,30,59
4623,../../../Scenario9/unit1/camera_data/image_BS2_37933_17_50_24.jpg,2,3
3424,../../../Scenario9/unit1/camera_data/image_BS2_28864_17_33_36.jpg,7,13
3024,../../../Scenario9/unit1/camera_data/image_BS2_26078_17_28_27.jpg,20,39
1916,../../../Scenario9/unit1/camera_data/image_BS2_18104_17_13_40.jpg,32,63
2816,../../../Scenario9/unit1/camera_data/image_BS2_24827_17_26_07.jpg,2,3
3096,../../../Scenario9/unit1/camera_data/image_BS2_26658_17_29_31.jpg,2,3
2515,../../../Scenario9/unit1/camera_data/image_BS2_22272_17_21_23.jpg,32,62
4576,../../../Scenario9/unit1/camera_data/image_BS2_37438_17_49_29.jpg,27,54
1228,../../../Scenario9/unit1/camera_data/image_BS2_12500_17_03_17.jpg,4,6
3493,../../../Scenario9/unit1/camera_data/image_BS2_29186_17_34_12.jpg,30,59
2218,../../../Scenario9/unit1/camera_data/image_BS2_20304_17_17_45.jpg,15,29
1656,../../../Scenario9/unit1/camera_data/image_BS2_15967_17_09_42.jpg,31,62
1382,../../../Scenario9/unit1/camera_data/image_BS2_13785_17_05_40.jpg,31,61
1290,../../../Scenario9/unit1/camera_data/image_BS2_13225_17_04_38.jpg,5,8
2506,../../../Scenario9/unit1/camera_data/image_BS2_22263_17_21_22.jpg,26,51
223,../../../Scenario9/unit1/camera_data/image_BS2_4489_16_48_26.jpg,2,2
2910,../../../Scenario9/unit1/camera_data/image_BS2_25427_17_27_14.jpg,2,4
497,../../../Scenario9/unit1/camera_data/image_BS2_6413_16_52_00.jpg,24,48
2813,../../../Scenario9/unit1/camera_data/image_BS2_24824_17_26_07.jpg,2,2
4887,../../../Scenario9/unit1/camera_data/image_BS2_40040_17_54_19.jpg,8,14
1124,../../../Scenario9/unit1/camera_data/image_BS2_11134_17_00_45.jpg,23,46
234,../../../Scenario9/unit1/camera_data/image_BS2_4500_16_48_28.jpg,10,19
1234,../../../Scenario9/unit1/camera_data/image_BS2_12506_17_03_18.jpg,7,13
746,../../../Scenario9/unit1/camera_data/image_BS2_8525_16_55_55.jpg,28,54
1908,../../../Scenario9/unit1/camera_data/image_BS2_18096_17_13_39.jpg,29,57
3020,../../../Scenario9/unit1/camera_data/image_BS2_26074_17_28_26.jpg,17,32
4725,../../../Scenario9/unit1/camera_data/image_BS2_38594_17_51_38.jpg,9,17
624,../../../Scenario9/unit1/camera_data/image_BS2_7191_16_53_27.jpg,31,62
1343,../../../Scenario9/unit1/camera_data/image_BS2_13746_17_05_36.jpg,3,5
1930,../../../Scenario9/unit1/camera_data/image_BS2_18386_17_14_11.jpg,10,19
5190,../../../Scenario9/unit1/camera_data/image_BS2_42238_17_58_23.jpg,22,42
4061,../../../Scenario9/unit1/camera_data/image_BS2_33311_17_41_51.jpg,32,62
2657,../../../Scenario9/unit1/camera_data/image_BS2_23450_17_23_34.jpg,9,17
2363,../../../Scenario9/unit1/camera_data/image_BS2_21257_17_19_31.jpg,22,42
4136,../../../Scenario9/unit1/camera_data/image_BS2_33973_17_43_04.jpg,25,48
1236,../../../Scenario9/unit1/camera_data/image_BS2_12508_17_03_18.jpg,9,16
1741,../../../Scenario9/unit1/camera_data/image_BS2_16803_17_11_15.jpg,32,63
5308,../../../Scenario9/unit1/camera_data/image_BS2_43473_18_00_40.jpg,15,29
3002,../../../Scenario9/unit1/camera_data/image_BS2_26056_17_28_24.jpg,3,5
4463,../../../Scenario9/unit1/camera_data/image_BS2_36638_17_48_01.jpg,32,62
3857,../../../Scenario9/unit1/camera_data/image_BS2_31947_17_39_19.jpg,12,23
117,../../../Scenario9/unit1/camera_data/image_BS2_3584_16_46_46.jpg,8,2
421,../../../Scenario9/unit1/camera_data/image_BS2_6044_16_51_19.jpg,2,2
4141,../../../Scenario9/unit1/camera_data/image_BS2_33978_17_43_05.jpg,26,52
3399,../../../Scenario9/unit1/camera_data/image_BS2_28565_17_33_03.jpg,26,52
3923,../../../Scenario9/unit1/camera_data/image_BS2_32270_17_39_55.jpg,30,60
3230,../../../Scenario9/unit1/camera_data/image_BS2_27604_17_31_16.jpg,2,2
1597,../../../Scenario9/unit1/camera_data/image_BS2_15908_17_09_36.jpg,2,2
1688,../../../Scenario9/unit1/camera_data/image_BS2_16284_17_10_18.jpg,24,47
5163,../../../Scenario9/unit1/camera_data/image_BS2_41966_17_57_53.jpg,30,59
2317,../../../Scenario9/unit1/camera_data/image_BS2_20952_17_18_57.jpg,20,38
4812,../../../Scenario9/unit1/camera_data/image_BS2_39172_17_52_42.jpg,9,17
944,../../../Scenario9/unit1/camera_data/image_BS2_9832_16_58_20.jpg,25,49
637,../../../Scenario9/unit1/camera_data/image_BS2_7484_16_53_59.jpg,5,10
