index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
3068,../../../Scenario9/unit1/camera_data/image_BS2_26403_17_29_03.jpg,"[0.6161421737204597, 0.690119760576175]",15,29
384,../../../Scenario9/unit1/camera_data/image_BS2_5706_16_50_42.jpg,"[0.7676782777615498, 0.6896207584679598]",6,11
1885,../../../Scenario9/unit1/camera_data/image_BS2_18073_17_13_37.jpg,"[0.7660524742017382, 0.6217564870677738]",8,14
344,../../../Scenario9/unit1/camera_data/image_BS2_5367_16_50_04.jpg,"[0.7065704888575406, 0.5648702594954752]",11,22
5093,../../../Scenario9/unit1/camera_data/image_BS2_41653_17_57_18.jpg,"[0.2733405591293816, 0.7574850300099707]",9,17
2399,../../../Scenario9/unit1/camera_data/image_BS2_21577_17_20_06.jpg,"[0.49060023919775614, 0.7604790419501377]",9,17
3664,../../../Scenario9/unit1/camera_data/image_BS2_30405_17_36_28.jpg,"[0.3220959784718534, 0.7794411177366581]",28,55
286,../../../Scenario9/unit1/camera_data/image_BS2_4800_16_49_01.jpg,"[0.6220287038402813, 0.6691616766404433]",28,55
2000,../../../Scenario9/unit1/camera_data/image_BS2_18714_17_14_48.jpg,"[0.4404993272503979, 0.6786427144982473]",32,62
4486,../../../Scenario9/unit1/camera_data/image_BS2_36918_17_48_32.jpg,"[0.424129167286245, 0.3677644710707291]",15,29
1118,../../../Scenario9/unit1/camera_data/image_BS2_11128_17_00_44.jpg,"[0.49998131259459544, 0.7839321357178212]",18,34
80,../../../Scenario9/unit1/camera_data/image_BS2_3067_16_45_48.jpg,"[0.5560061294593062, 0.6232534930378573]",31,62
3058,../../../Scenario9/unit1/camera_data/image_BS2_26393_17_29_02.jpg,"[0.6862759754845993, 0.6791417166064626]",6,11
1538,../../../Scenario9/unit1/camera_data/image_BS2_15267_17_08_25.jpg,"[0.7197077291008357, 0.7405189620890117]",26,51
5028,../../../Scenario9/unit1/camera_data/image_BS2_40828_17_55_46.jpg,"[0.36053595454560466, 0.5294411177543862]",28,55
1376,../../../Scenario9/unit1/camera_data/image_BS2_13779_17_05_39.jpg,"[0.6600949319785582, 0.6886227544642666]",30,59
575,../../../Scenario9/unit1/camera_data/image_BS2_7142_16_53_21.jpg,"[0.8380737030951275, 0.6856287425950119]",8,2
3344,../../../Scenario9/unit1/camera_data/image_BS2_28259_17_32_29.jpg,"[0.4938705337161449, 0.6801397206101557]",17,33
1910,../../../Scenario9/unit1/camera_data/image_BS2_18098_17_13_39.jpg,"[0.5970997159452993, 0.6551896208014764]",30,59
3384,../../../Scenario9/unit1/camera_data/image_BS2_28550_17_33_01.jpg,"[0.5020556136982214, 0.7215568862315789]",11,22
1577,../../../Scenario9/unit1/camera_data/image_BS2_15557_17_08_57.jpg,"[0.7598108835319295, 0.6861277445614024]",21,40
1601,../../../Scenario9/unit1/camera_data/image_BS2_15912_17_09_36.jpg,"[0.9254559724857269, 0.6551896208014764]",2,3
3732,../../../Scenario9/unit1/camera_data/image_BS2_30970_17_37_30.jpg,"[0.4476752877788096, 0.8582834331065565]",11,21
5285,../../../Scenario9/unit1/camera_data/image_BS2_43227_18_00_13.jpg,"[0.24945806548559535, 0.6232534930378573]",28,55
882,../../../Scenario9/unit1/camera_data/image_BS2_9466_16_57_40.jpg,"[0.5258072955506495, 0.8712574850836552]",14,26
126,../../../Scenario9/unit1/camera_data/image_BS2_3593_16_46_47.jpg,"[0.7240432052559074, 0.602295409173038]",8,14
3436,../../../Scenario9/unit1/camera_data/image_BS2_28876_17_33_38.jpg,"[0.46391463596488264, 0.7884231536280717]",19,37
235,../../../Scenario9/unit1/camera_data/image_BS2_4501_16_48_28.jpg,"[0.7320414112636077, 0.585329341393904]",11,21
3661,../../../Scenario9/unit1/camera_data/image_BS2_30402_17_36_27.jpg,"[0.3445395425302042, 0.7784431138038773]",25,49
608,../../../Scenario9/unit1/camera_data/image_BS2_7175_16_53_25.jpg,"[0.6494618029573815, 0.6656686627338859]",24,47
387,../../../Scenario9/unit1/camera_data/image_BS2_5709_16_50_42.jpg,"[0.7459635222019385, 0.690119760576175]",8,16
4876,../../../Scenario9/unit1/camera_data/image_BS2_39490_17_53_18.jpg,"[0.4027507848645771, 0.5074850299567863]",31,62
900,../../../Scenario9/unit1/camera_data/image_BS2_9484_16_57_42.jpg,"[0.42397966810939963, 0.8542914172336087]",28,55
367,../../../Scenario9/unit1/camera_data/image_BS2_5390_16_50_07.jpg,"[0.5751420242150155, 0.5703592815512438]",30,59
3017,../../../Scenario9/unit1/camera_data/image_BS2_26071_17_28_26.jpg,"[0.6192816564474903, 0.7130738523065556]",14,27
3598,../../../Scenario9/unit1/camera_data/image_BS2_30086_17_35_52.jpg,"[0.530796830609399, 0.6896207584679598]",3,5
2734,../../../Scenario9/unit1/camera_data/image_BS2_23984_17_24_34.jpg,"[0.671849304819436, 0.7954091816539238]",4,6
5859,../../../Scenario9/unit1/camera_data/image_BS2_47164_18_07_31.jpg,"[0.46535356555031804, 0.1896207584325035]",14,26
4733,../../../Scenario9/unit1/camera_data/image_BS2_38602_17_51_39.jpg,"[0.4763417551214818, 0.35578842316823606]",19,36
1027,../../../Scenario9/unit1/camera_data/image_BS2_10475_16_59_32.jpg,"[0.7011511436670205, 0.5658682634991684]",14,27
4804,../../../Scenario9/unit1/camera_data/image_BS2_39164_17_52_41.jpg,"[0.5729555987453533, 0.37475049895475643]",2,3
137,../../../Scenario9/unit1/camera_data/image_BS2_3604_16_46_48.jpg,"[0.6212438331585236, 0.616267465012005]",22,44
4116,../../../Scenario9/unit1/camera_data/image_BS2_33953_17_43_02.jpg,"[0.5957729107524565, 0.4520958083545713]",6,11
4643,../../../Scenario9/unit1/camera_data/image_BS2_37953_17_50_27.jpg,"[0.5286851547347986, 0.41516966064339883]",22,43
2327,../../../Scenario9/unit1/camera_data/image_BS2_20962_17_18_58.jpg,"[0.4868066975670477, 0.6806387225765461]",30,59
1833,../../../Scenario9/unit1/camera_data/image_BS2_17722_17_12_58.jpg,"[0.7646509194138336, 0.6841317365540159]",4,7
4132,../../../Scenario9/unit1/camera_data/image_BS2_33969_17_43_04.jpg,"[0.49022649124900364, 0.45459081839926047]",20,39
2624,../../../Scenario9/unit1/camera_data/image_BS2_23160_17_23_02.jpg,"[0.6820713111076075, 0.7385229540816254]",22,42
1386,../../../Scenario9/unit1/camera_data/image_BS2_14043_17_06_09.jpg,"[0.9140753475803234, 0.6561876247342571]",2,2
5434,../../../Scenario9/unit1/camera_data/image_BS2_44338_18_02_17.jpg,"[0.42810958289132967, 0.49900199603176304]",2,4
5870,../../../Scenario9/unit1/camera_data/image_BS2_47175_18_07_32.jpg,"[0.380998654507435, 0.19860279446574203]",24,48
4480,../../../Scenario9/unit1/camera_data/image_BS2_36912_17_48_31.jpg,"[0.4664374345857664, 0.36377245512686895]",9,17
2286,../../../Scenario9/unit1/camera_data/image_BS2_20670_17_18_25.jpg,"[0.4528330094131699, 0.8622754491922416]",28,55
1677,../../../Scenario9/unit1/camera_data/image_BS2_16273_17_10_16.jpg,"[0.8189004335418872, 0.787425149695291]",12,24
5744,../../../Scenario9/unit1/camera_data/image_BS2_46325_18_05_57.jpg,"[0.3753550605450077, 0.2969061875885512]",21,41
1380,../../../Scenario9/unit1/camera_data/image_BS2_13783_17_05_40.jpg,"[0.6373336821677513, 0.6836327345167131]",31,62
5854,../../../Scenario9/unit1/camera_data/image_BS2_47159_18_07_30.jpg,"[0.5037935416373476, 0.18562874248864328]",8,15
3328,../../../Scenario9/unit1/camera_data/image_BS2_28243_17_32_27.jpg,"[0.605247421129845, 0.6521956087903968]",2,3
3601,../../../Scenario9/unit1/camera_data/image_BS2_30089_17_35_52.jpg,"[0.5116048736706715, 0.6906187625425654]",6,11
5398,../../../Scenario9/unit1/camera_data/image_BS2_44052_18_01_45.jpg,"[0.30568844371016957, 0.5548902195294559]",12,24
4293,../../../Scenario9/unit1/camera_data/image_BS2_35274_17_45_29.jpg,"[0.27016370159154185, 0.596307385292704]",32,62
3182,../../../Scenario9/unit1/camera_data/image_BS2_27239_17_30_36.jpg,"[0.5507923456419278, 0.848802395319665]",2,2
1476,../../../Scenario9/unit1/camera_data/image_BS2_14942_17_07_49.jpg,"[0.8812415906714685, 0.5838323352819956]",3,5
2471,../../../Scenario9/unit1/camera_data/image_BS2_21915_17_20_44.jpg,"[0.1362871879231947, 0.760978043916528]",32,63
581,../../../Scenario9/unit1/camera_data/image_BS2_7148_16_53_22.jpg,"[0.8052399461729944, 0.6866267464568803]",3,4
1760,../../../Scenario9/unit1/camera_data/image_BS2_17081_17_11_46.jpg,"[0.6682426371631038, 0.7145708583475516]",12,24
302,../../../Scenario9/unit1/camera_data/image_BS2_5062_16_49_30.jpg,"[0.7882344147039291, 0.636227544873131]",6,11
2869,../../../Scenario9/unit1/camera_data/image_BS2_25137_17_26_42.jpg,"[0.857620720583842, 0.9176646706526317]",7,12
2194,../../../Scenario9/unit1/camera_data/image_BS2_20018_17_17_13.jpg,"[0.45083345791788393, 0.7714570859198501]",32,62
148,../../../Scenario9/unit1/camera_data/image_BS2_3615_16_46_49.jpg,"[0.5300493347251722, 0.6152694610792243]",31,62
3845,../../../Scenario9/unit1/camera_data/image_BS2_31935_17_39_18.jpg,"[0.5608835401387412, 0.7544910179279787]",2,3
3475,../../../Scenario9/unit1/camera_data/image_BS2_29168_17_34_10.jpg,"[0.44036851547231803, 0.8348303394097856]",14,27
3854,../../../Scenario9/unit1/camera_data/image_BS2_31944_17_39_19.jpg,"[0.496094333983338, 0.7674650699759898]",9,18
3004,../../../Scenario9/unit1/camera_data/image_BS2_26058_17_28_24.jpg,"[0.6838092390467336, 0.7035928143778392]",5,8
3979,../../../Scenario9/unit1/camera_data/image_BS2_32663_17_40_39.jpg,"[0.3799708476550047, 0.7589820359091417]",31,62
5058,../../../Scenario9/unit1/camera_data/image_BS2_41359_17_56_45.jpg,"[0.38550231723811745, 0.5259481037769164]",20,39
713,../../../Scenario9/unit1/camera_data/image_BS2_8238_16_55_23.jpg,"[0.5288720286958966, 0.5983033932291778]",31,62
2530,../../../Scenario9/unit1/camera_data/image_BS2_22566_17_21_56.jpg,"[0.2965316190719592, 0.5029940120465357]",6,11
3478,../../../Scenario9/unit1/camera_data/image_BS2_29171_17_34_10.jpg,"[0.4167102705871607, 0.836826347275347]",17,34
3763,../../../Scenario9/unit1/camera_data/image_BS2_31271_17_38_04.jpg,"[0.5123523695548983, 0.6651696607674956]",2,3
4885,../../../Scenario9/unit1/camera_data/image_BS2_40038_17_54_18.jpg,"[0.6102930183848907, 0.46207584832059057]",6,11
386,../../../Scenario9/unit1/camera_data/image_BS2_5708_16_50_42.jpg,"[0.7531955449266465, 0.6896207584679598]",7,14
3106,../../../Scenario9/unit1/camera_data/image_BS2_26668_17_29_32.jpg,"[0.5853453430911434, 0.808882235597413]",11,21
1565,../../../Scenario9/unit1/camera_data/image_BS2_15545_17_08_56.jpg,"[0.8493982658042346, 0.6741516966589092]",9,16
3656,../../../Scenario9/unit1/camera_data/image_BS2_30397_17_36_27.jpg,"[0.3845866347650017, 0.7739520958227143]",20,40
4909,../../../Scenario9/unit1/camera_data/image_BS2_40062_17_54_21.jpg,"[0.42766108536079356, 0.5044910179457068]",28,55
5250,../../../Scenario9/unit1/camera_data/image_BS2_42535_17_58_56.jpg,"[0.15166691583244826, 0.6157684630456147]",32,62
2341,../../../Scenario9/unit1/camera_data/image_BS2_21235_17_19_28.jpg,"[0.6878830916323674, 0.7025948104450584]",2,3
332,../../../Scenario9/unit1/camera_data/image_BS2_5355_16_50_03.jpg,"[0.7784422185608064, 0.5583832335069259]",2,3
5217,../../../Scenario9/unit1/camera_data/image_BS2_42502_17_58_52.jpg,"[0.3339437883065584, 0.49650698598707393]",6,12
3296,../../../Scenario9/unit1/camera_data/image_BS2_27938_17_31_53.jpg,"[0.5011212438263402, 0.6506986028203133]",17,33
5078,../../../Scenario9/unit1/camera_data/image_BS2_41638_17_57_16.jpg,"[0.3562191657892984, 0.718063872254109]",2,2
4711,../../../Scenario9/unit1/camera_data/image_BS2_38298_17_51_05.jpg,"[0.3909216624286376, 0.32784431134847714]",32,62
2653,../../../Scenario9/unit1/camera_data/image_BS2_23446_17_23_34.jpg,"[0.7159328748688927, 0.6771457086699887]",6,11
4731,../../../Scenario9/unit1/camera_data/image_BS2_38600_17_51_39.jpg,"[0.49134773508198293, 0.35379241523176214]",15,29
2964,../../../Scenario9/unit1/camera_data/image_BS2_25747_17_27_50.jpg,"[0.6593100612968006, 0.5818363273455217]",14,26
5850,../../../Scenario9/unit1/camera_data/image_BS2_47155_18_07_30.jpg,"[0.53625355059745, 0.1761477046308393]",4,6
2480,../../../Scenario9/unit1/camera_data/image_BS2_22237_17_21_20.jpg,"[0.31779787711431257, 0.5149700598072039]",3,6
2642,../../../Scenario9/unit1/camera_data/image_BS2_23435_17_23_33.jpg,"[0.7828898191084708, 0.6457085828727599]",8,15
1136,../../../Scenario9/unit1/camera_data/image_BS2_11146_17_00_46.jpg,"[0.39454701748373516, 0.7904191617063705]",31,62
784,../../../Scenario9/unit1/camera_data/image_BS2_8796_16_56_25.jpg,"[0.512912991478027, 0.807385229556417]",19,37
4085,../../../Scenario9/unit1/camera_data/image_BS2_33606_17_42_23.jpg,"[0.4272499626277884, 0.9181636726190221]",20,39
4853,../../../Scenario9/unit1/camera_data/image_BS2_39467_17_53_15.jpg,"[0.6008185079942242, 0.4630738523242837]",9,17
1622,../../../Scenario9/unit1/camera_data/image_BS2_15933_17_09_39.jpg,"[0.8168821946478358, 0.6681636726367501]",15,29
2033,../../../Scenario9/unit1/camera_data/image_BS2_19047_17_15_25.jpg,"[0.5594819853508366, 0.8263473054138498]",28,55
5387,../../../Scenario9/unit1/camera_data/image_BS2_44041_18_01_44.jpg,"[0.37528031094994596, 0.5084830339604794]",4,6
3333,../../../Scenario9/unit1/camera_data/image_BS2_28248_17_32_28.jpg,"[0.5727126625746807, 0.6666666667375791]",6,12
2861,../../../Scenario9/unit1/camera_data/image_BS2_25129_17_26_41.jpg,"[0.9103004933483804, 0.9421157684949207]",8,2
928,../../../Scenario9/unit1/camera_data/image_BS2_9816_16_58_19.jpg,"[0.8883614890035838, 0.5224550898703589]",11,21
5467,../../../Scenario9/unit1/camera_data/image_BS2_44371_18_02_20.jpg,"[0.20928016145943976, 0.5444111776679588]",31,62
5796,../../../Scenario9/unit1/camera_data/image_BS2_46631_18_06_31.jpg,"[0.3092390491834836, 0.137225548841368]",31,60
3733,../../../Scenario9/unit1/camera_data/image_BS2_30971_17_37_30.jpg,"[0.4393967708161841, 0.8597804391475525]",12,22
2576,../../../Scenario9/unit1/camera_data/image_BS2_22876_17_22_31.jpg,"[0.19178875766230755, 0.6112774450644517]",8,16
4807,../../../Scenario9/unit1/camera_data/image_BS2_39167_17_52_42.jpg,"[0.5558005680994427, 0.38473053892077563]",4,8
3711,../../../Scenario9/unit1/camera_data/image_BS2_30707_17_37_01.jpg,"[0.2793579010272831, 0.9191616766227152]",30,59
5268,../../../Scenario9/unit1/camera_data/image_BS2_43210_18_00_11.jpg,"[0.37133727014239215, 0.580838323412741]",11,22
4053,../../../Scenario9/unit1/camera_data/image_BS2_33303_17_41_50.jpg,"[0.3046045746747212, 0.7604790419501377]",30,60
4681,../../../Scenario9/unit1/camera_data/image_BS2_38268_17_51_02.jpg,"[0.5620608461680168, 0.35029940125429226]",12,22
2389,../../../Scenario9/unit1/camera_data/image_BS2_21567_17_20_05.jpg,"[0.5647331439657459, 0.739520958156231]",2,3
3085,../../../Scenario9/unit1/camera_data/image_BS2_26420_17_29_05.jpg,"[0.4949357153528279, 0.7030938124114489]",30,58
3804,../../../Scenario9/unit1/camera_data/image_BS2_31639_17_38_45.jpg,"[0.5064658394350767, 0.5778443114016615]",4,6
3278,../../../Scenario9/unit1/camera_data/image_BS2_27920_17_31_51.jpg,"[0.6248505008148558, 0.6192614771649094]",2,3
670,../../../Scenario9/unit1/camera_data/image_BS2_7517_16_54_03.jpg,"[0.5694423680695702, 0.678143712531857]",32,62
201,../../../Scenario9/unit1/camera_data/image_BS2_4224_16_47_57.jpg,"[0.725669008815719, 0.560878243551615]",14,26
180,../../../Scenario9/unit1/camera_data/image_BS2_3934_16_47_25.jpg,"[0.5907273134974108, 0.6287425150227134]",30,59
690,../../../Scenario9/unit1/camera_data/image_BS2_8215_16_55_21.jpg,"[0.6554978322540485, 0.6017964072066477]",15,29
1625,../../../Scenario9/unit1/camera_data/image_BS2_15936_17_09_39.jpg,"[0.8012221557703788, 0.6696606786068338]",17,33
725,../../../Scenario9/unit1/camera_data/image_BS2_8504_16_55_53.jpg,"[0.6867244730151354, 0.7684630739087706]",6,11
434,../../../Scenario9/unit1/camera_data/image_BS2_6057_16_51_21.jpg,"[0.7192218567727687, 0.5119760479379494]",13,26
29,../../../Scenario9/unit1/camera_data/image_BS2_2708_16_45_08.jpg,"[0.7536253550584172, 0.6651696607674956]",24,47
4822,../../../Scenario9/unit1/camera_data/image_BS2_39182_17_52_43.jpg,"[0.4658768126626377, 0.41267465074053455]",20,39
5890,../../../Scenario9/unit1/camera_data/image_BS2_47441_18_08_01.jpg,"[0.5434295111391398, 0.14221556885983386]",4,7
958,../../../Scenario9/unit1/camera_data/image_BS2_9846_16_58_22.jpg,"[0.6891164598579392, 0.5299401197207766]",31,62
2089,../../../Scenario9/unit1/camera_data/image_BS2_19365_17_16_00.jpg,"[0.46101808939524636, 0.7859281437252075]",32,63
2868,../../../Scenario9/unit1/camera_data/image_BS2_25136_17_26_42.jpg,"[0.8643481835817176, 0.9161676647534607]",6,11
474,../../../Scenario9/unit1/camera_data/image_BS2_6390_16_51_58.jpg,"[0.7823478845841075, 0.6297405188845817]",6,11
1765,../../../Scenario9/unit1/camera_data/image_BS2_17086_17_11_47.jpg,"[0.6331663925882903, 0.7120758483028624]",17,34
4600,../../../Scenario9/unit1/camera_data/image_BS2_37689_17_49_57.jpg,"[0.6669718941532792, 0.32085828353536233]",12,22
4561,../../../Scenario9/unit1/camera_data/image_BS2_37423_17_49_28.jpg,"[0.7526162356047523, 0.36526946109695246]",9,17
3752,../../../Scenario9/unit1/camera_data/image_BS2_30990_17_37_33.jpg,"[0.27930183884426496, 0.8712574850836552]",30,58
3077,../../../Scenario9/unit1/camera_data/image_BS2_26412_17_29_04.jpg,"[0.5494094782395105, 0.6941117765200352]",24,47
2431,../../../Scenario9/unit1/camera_data/image_BS2_21875_17_20_39.jpg,"[0.4213260577104359, 0.7844311376842115]",2,2
2400,../../../Scenario9/unit1/camera_data/image_BS2_21578_17_20_06.jpg,"[0.4826394079743086, 0.7619760479202212]",11,21
3692,../../../Scenario9/unit1/camera_data/image_BS2_30688_17_36_59.jpg,"[0.41592539990540306, 0.901197604839888]",12,23
872,../../../Scenario9/unit1/camera_data/image_BS2_9456_16_57_39.jpg,"[0.5856256540593469, 0.8747504990611251]",4,8
4674,../../../Scenario9/unit1/camera_data/image_BS2_38261_17_51_01.jpg,"[0.6125168186520838, 0.33632734534441283]",6,11
4083,../../../Scenario9/unit1/camera_data/image_BS2_33604_17_42_23.jpg,"[0.442723127517591, 0.9151696607497675]",19,37
5284,../../../Scenario9/unit1/camera_data/image_BS2_43226_18_00_13.jpg,"[0.2560734040908783, 0.6202594810267777]",28,55
1425,../../../Scenario9/unit1/camera_data/image_BS2_14082_17_06_13.jpg,"[0.6263081177990566, 0.6626746507228064]",31,62
4543,../../../Scenario9/unit1/camera_data/image_BS2_37203_17_49_03.jpg,"[0.3044550754978758, 0.3827345309133893]",29,57
4723,../../../Scenario9/unit1/camera_data/image_BS2_38592_17_51_38.jpg,"[0.5549596352213887, 0.34031936128827306]",7,13
1505,../../../Scenario9/unit1/camera_data/image_BS2_14971_17_07_52.jpg,"[0.652096725970858, 0.6497005987457077]",32,62
4904,../../../Scenario9/unit1/camera_data/image_BS2_40057_17_54_21.jpg,"[0.4660823740490576, 0.5084830339604794]",25,49
4836,../../../Scenario9/unit1/camera_data/image_BS2_39196_17_52_45.jpg,"[0.3959485722849179, 0.4316367265270549]",31,62
4066,../../../Scenario9/unit1/camera_data/image_BS2_33587_17_42_21.jpg,"[0.5666579458792483, 0.8912175649447812]",2,2
2272,../../../Scenario9/unit1/camera_data/image_BS2_20656_17_18_24.jpg,"[0.5196404544759027, 0.8587824352147717]",18,34
612,../../../Scenario9/unit1/camera_data/image_BS2_7179_16_53_25.jpg,"[0.6286627298576078, 0.659680638711727]",27,54
715,../../../Scenario9/unit1/camera_data/image_BS2_8240_16_55_23.jpg,"[0.5214157572125596, 0.5918163672406285]",32,63
4525,../../../Scenario9/unit1/camera_data/image_BS2_37185_17_49_01.jpg,"[0.44160188368461173, 0.3862275448908592]",12,23
5118,../../../Scenario9/unit1/camera_data/image_BS2_41678_17_57_21.jpg,"[0.1573478845924064, 0.8093812375638033]",30,59
3999,../../../Scenario9/unit1/camera_data/image_BS2_32980_17_41_14.jpg,"[0.5447563163319826, 0.5828343313492148]",12,23
3799,../../../Scenario9/unit1/camera_data/image_BS2_31634_17_38_44.jpg,"[0.5407198385438798, 0.5678642715065547]",2,2
871,../../../Scenario9/unit1/camera_data/image_BS2_9455_16_57_38.jpg,"[0.5928203019865239, 0.8752495010275154]",4,7
3022,../../../Scenario9/unit1/camera_data/image_BS2_26076_17_28_26.jpg,"[0.5908581252754906, 0.7175648702877186]",17,34
2242,../../../Scenario9/unit1/camera_data/image_BS2_20328_17_17_47.jpg,"[0.41336522648698837, 0.8383233532454305]",31,62
1378,../../../Scenario9/unit1/camera_data/image_BS2_13781_17_05_39.jpg,"[0.6482284347450878, 0.6851297406286216]",30,59
5912,../../../Scenario9/unit1/camera_data/image_BS2_47463_18_08_04.jpg,"[0.35646210195997097, 0.19211576847719264]",26,52
2227,../../../Scenario9/unit1/camera_data/image_BS2_20313_17_17_46.jpg,"[0.5014015547945436, 0.8373253493835622]",24,47
1684,../../../Scenario9/unit1/camera_data/image_BS2_16280_17_10_17.jpg,"[0.7664075347517252, 0.7944111776502307]",20,39
5134,../../../Scenario9/unit1/camera_data/image_BS2_41937_17_57_50.jpg,"[0.30180146508563394, 0.7375249501488447]",6,10
4557,../../../Scenario9/unit1/camera_data/image_BS2_37419_17_49_27.jpg,"[0.78840260127954, 0.35429141712724005]",5,10
1813,../../../Scenario9/unit1/camera_data/image_BS2_17442_17_12_26.jpg,"[0.691284197928836, 0.588323353334071]",22,42
1411,../../../Scenario9/unit1/camera_data/image_BS2_14068_17_06_11.jpg,"[0.7192405441715342, 0.6791417166064626]",24,46
45,../../../Scenario9/unit1/camera_data/image_BS2_2724_16_45_10.jpg,"[0.6607116160847051, 0.5888223553004615]",32,62
3784,../../../Scenario9/unit1/camera_data/image_BS2_31292_17_38_06.jpg,"[0.33153311406498903, 0.7060878243516159]",26,51
3822,../../../Scenario9/unit1/camera_data/image_BS2_31657_17_38_47.jpg,"[0.37518687396939693, 0.6062874251168983]",22,43
2912,../../../Scenario9/unit1/camera_data/image_BS2_25429_17_27_14.jpg,"[0.7792644640533731, 0.7679640719423803]",4,6
2367,../../../Scenario9/unit1/camera_data/image_BS2_21261_17_19_31.jpg,"[0.5096053221753856, 0.7330339321676816]",24,48
5908,../../../Scenario9/unit1/camera_data/image_BS2_47459_18_08_03.jpg,"[0.39183734488847516, 0.18463073848495012]",23,44
868,../../../Scenario9/unit1/camera_data/image_BS2_9452_16_57_38.jpg,"[0.6105172671567979, 0.8747504990611251]",2,2
3663,../../../Scenario9/unit1/camera_data/image_BS2_30404_17_36_27.jpg,"[0.3293280011965614, 0.7794411177366581]",28,55
1051,../../../Scenario9/unit1/camera_data/image_BS2_10794_17_00_07.jpg,"[0.6834354910979812, 0.5284431138216055]",8,15
