index,unit1_rgb,unit1_pwr_60ghz,unit1_loc,unit2_loc,,unit1_beam_index,seq_index,time_stamp[UTC],unit2_direction,unit2_num_sat,unit2_sat_used,unit2_fix_type,unit2_DGPS,unit2_PDOP,unit2_HDOP
24,./unit1/camera_data/image_BS1_283_03_20_34.jpg,./unit1/mmWave_data/mmWave_power_23.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_23.txt,,49,1,['03-20-34-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
25,./unit1/camera_data/image_BS1_284_03_20_34.jpg,./unit1/mmWave_data/mmWave_power_24.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_24.txt,,49,1,['03-20-34-426'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
26,./unit1/camera_data/image_BS1_285_03_20_34.jpg,./unit1/mmWave_data/mmWave_power_25.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_25.txt,,49,1,['03-20-34-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
27,./unit1/camera_data/image_BS1_287_03_20_34.jpg,./unit1/mmWave_data/mmWave_power_26.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_26.txt,,48,1,['03-20-34-710'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
28,./unit1/camera_data/image_BS1_288_03_20_34.jpg,./unit1/mmWave_data/mmWave_power_27.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_27.txt,,47,1,['03-20-34-852'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
29,./unit1/camera_data/image_BS1_289_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_28.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_28.txt,,48,1,['03-20-35-0'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.2,0.6
30,./unit1/camera_data/image_BS1_290_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_29.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_29.txt,,46,1,['03-20-35-142'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
31,./unit1/camera_data/image_BS1_291_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_30.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_30.txt,,45,1,['03-20-35-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
32,./unit1/camera_data/image_BS1_292_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_31.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_31.txt,,45,1,['03-20-35-426'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
33,./unit1/camera_data/image_BS1_293_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_32.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_32.txt,,45,1,['03-20-35-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
34,./unit1/camera_data/image_BS1_294_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_33.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_33.txt,,45,1,['03-20-35-710'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
35,./unit1/camera_data/image_BS1_295_03_20_35.jpg,./unit1/mmWave_data/mmWave_power_34.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_34.txt,,45,1,['03-20-35-852'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
36,./unit1/camera_data/image_BS1_296_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_35.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_35.txt,,44,1,['03-20-36-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
37,./unit1/camera_data/image_BS1_297_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_36.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_36.txt,,43,1,['03-20-36-125'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
38,./unit1/camera_data/image_BS1_298_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_37.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_37.txt,,42,1,['03-20-36-250'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.3,0.6
39,./unit1/camera_data/image_BS1_299_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_38.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_38.txt,,44,1,['03-20-36-375'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
40,./unit1/camera_data/image_BS1_300_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_39.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_39.txt,,42,1,['03-20-36-500'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
41,./unit1/camera_data/image_BS1_301_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_40.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_40.txt,,42,1,['03-20-36-625'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
42,./unit1/camera_data/image_BS1_302_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_41.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_41.txt,,39,1,['03-20-36-750'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
43,./unit1/camera_data/image_BS1_303_03_20_36.jpg,./unit1/mmWave_data/mmWave_power_42.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_42.txt,,39,1,['03-20-36-875'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
44,./unit1/camera_data/image_BS1_304_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_43.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_43.txt,,39,1,['03-20-37-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
45,./unit1/camera_data/image_BS1_305_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_44.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_44.txt,,39,1,['03-20-37-125'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
46,./unit1/camera_data/image_BS1_306_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_45.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_45.txt,,39,1,['03-20-37-250'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
47,./unit1/camera_data/image_BS1_307_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_46.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_46.txt,,39,1,['03-20-37-375'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.3,0.6
48,./unit1/camera_data/image_BS1_308_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_47.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_47.txt,,37,1,['03-20-37-500'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
49,./unit1/camera_data/image_BS1_309_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_48.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_48.txt,,38,1,['03-20-37-625'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
50,./unit1/camera_data/image_BS1_310_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_49.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_49.txt,,37,1,['03-20-37-750'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
51,./unit1/camera_data/image_BS1_311_03_20_37.jpg,./unit1/mmWave_data/mmWave_power_50.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_50.txt,,36,1,['03-20-37-875'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
52,./unit1/camera_data/image_BS1_312_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_51.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_51.txt,,37,1,['03-20-38-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
53,./unit1/camera_data/image_BS1_313_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_52.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_52.txt,,34,1,['03-20-38-125'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
54,./unit1/camera_data/image_BS1_314_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_53.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_53.txt,,34,1,['03-20-38-250'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
55,./unit1/camera_data/image_BS1_315_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_54.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_54.txt,,34,1,['03-20-38-375'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
56,./unit1/camera_data/image_BS1_316_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_55.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_55.txt,,34,1,['03-20-38-500'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
57,./unit1/camera_data/image_BS1_317_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_56.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_56.txt,,34,1,['03-20-38-625'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
58,./unit1/camera_data/image_BS1_318_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_57.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_57.txt,,33,1,['03-20-38-750'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
59,./unit1/camera_data/image_BS1_319_03_20_38.jpg,./unit1/mmWave_data/mmWave_power_58.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_58.txt,,34,1,['03-20-38-875'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
60,./unit1/camera_data/image_BS1_320_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_59.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_59.txt,,32,1,['03-20-39-0'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.3,0.6
61,./unit1/camera_data/image_BS1_321_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_60.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_60.txt,,30,1,['03-20-39-125'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
62,./unit1/camera_data/image_BS1_322_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_61.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_61.txt,,29,1,['03-20-39-250'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
63,./unit1/camera_data/image_BS1_323_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_62.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_62.txt,,29,1,['03-20-39-375'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
64,./unit1/camera_data/image_BS1_324_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_63.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_63.txt,,28,1,['03-20-39-500'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
65,./unit1/camera_data/image_BS1_325_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_64.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_64.txt,,28,1,['03-20-39-625'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
66,./unit1/camera_data/image_BS1_326_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_65.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_65.txt,,28,1,['03-20-39-750'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.7
67,./unit1/camera_data/image_BS1_327_03_20_39.jpg,./unit1/mmWave_data/mmWave_power_66.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_66.txt,,27,1,['03-20-39-875'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
68,./unit1/camera_data/image_BS1_329_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_67.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_67.txt,,26,1,['03-20-40-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
69,./unit1/camera_data/image_BS1_330_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_68.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_68.txt,,26,1,['03-20-40-142'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
70,./unit1/camera_data/image_BS1_331_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_69.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_69.txt,,24,1,['03-20-40-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.6
71,./unit1/camera_data/image_BS1_332_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_70.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_70.txt,,25,1,['03-20-40-426'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
72,./unit1/camera_data/image_BS1_333_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_71.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_71.txt,,23,1,['03-20-40-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
73,./unit1/camera_data/image_BS1_334_03_20_40.jpg,./unit1/mmWave_data/mmWave_power_72.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_72.txt,,22,1,['03-20-40-710'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.4,0.7
